client_id,euribor_three_months,cons_price_idx
160,4.857,93.994
161,4.857,93.994
162,4.857,93.994
163,4.857,93.994
164,4.857,93.994
165,4.857,93.994
166,4.857,93.994
167,4.857,93.994
168,4.857,93.994
169,4.857,93.994
170,4.857,93.994
171,4.857,93.994
172,4.857,93.994
173,4.857,93.994
174,4.857,93.994
175,4.857,93.994
176,4.857,93.994
177,4.857,93.994
178,4.857,93.994
179,4.857,93.994
180,4.857,93.994
181,4.857,93.994
182,4.857,93.994
183,4.857,93.994
184,4.857,93.994
185,4.857,93.994
186,4.857,93.994
187,4.857,93.994
188,4.857,93.994
189,4.857,93.994
190,4.857,93.994
191,4.857,93.994
192,4.857,93.994
193,4.857,93.994
194,4.857,93.994
195,4.857,93.994
196,4.857,93.994
197,4.857,93.994
198,4.857,93.994
199,4.857,93.994
200,4.857,93.994
201,4.857,93.994
202,4.857,93.994
203,4.857,93.994
204,4.857,93.994
205,4.857,93.994
206,4.857,93.994
207,4.857,93.994
208,4.857,93.994
209,4.857,93.994
210,4.857,93.994
211,4.857,93.994
212,4.857,93.994
213,4.857,93.994
214,4.857,93.994
215,4.857,93.994
216,4.857,93.994
217,4.857,93.994
218,4.857,93.994
219,4.857,93.994
220,4.857,93.994
221,4.857,93.994
222,4.857,93.994
223,4.857,93.994
224,4.857,93.994
225,4.857,93.994
226,4.857,93.994
227,4.857,93.994
228,4.857,93.994
229,4.857,93.994
230,4.857,93.994
231,4.857,93.994
232,4.857,93.994
233,4.857,93.994
234,4.857,93.994
235,4.857,93.994
236,4.857,93.994
237,4.857,93.994
238,4.857,93.994
239,4.857,93.994
240,4.857,93.994
241,4.857,93.994
242,4.857,93.994
243,4.857,93.994
244,4.857,93.994
245,4.857,93.994
246,4.857,93.994
247,4.857,93.994
248,4.857,93.994
249,4.857,93.994
250,4.857,93.994
251,4.857,93.994
252,4.857,93.994
253,4.857,93.994
254,4.857,93.994
255,4.857,93.994
256,4.857,93.994
257,4.857,93.994
258,4.857,93.994
259,4.857,93.994
260,4.857,93.994
261,4.857,93.994
262,4.857,93.994
263,4.857,93.994
264,4.857,93.994
265,4.857,93.994
266,4.857,93.994
267,4.857,93.994
268,4.857,93.994
269,4.857,93.994
270,4.857,93.994
271,4.857,93.994
272,4.857,93.994
273,4.857,93.994
274,4.857,93.994
275,4.857,93.994
276,4.857,93.994
277,4.857,93.994
278,4.857,93.994
279,4.857,93.994
280,4.857,93.994
281,4.857,93.994
282,4.857,93.994
283,4.857,93.994
284,4.857,93.994
285,4.857,93.994
286,4.857,93.994
287,4.857,93.994
288,4.857,93.994
289,4.857,93.994
290,4.857,93.994
291,4.857,93.994
292,4.857,93.994
293,4.857,93.994
294,4.857,93.994
295,4.857,93.994
296,4.857,93.994
297,4.857,93.994
298,4.857,93.994
299,4.857,93.994
300,4.857,93.994
301,4.857,93.994
302,4.857,93.994
303,4.857,93.994
304,4.857,93.994
305,4.857,93.994
306,4.857,93.994
307,4.857,93.994
308,4.857,93.994
309,4.857,93.994
310,4.857,93.994
311,4.857,93.994
312,4.857,93.994
313,4.857,93.994
314,4.857,93.994
315,4.857,93.994
316,4.857,93.994
317,4.857,93.994
318,4.857,93.994
319,4.857,93.994
320,4.857,93.994
321,4.857,93.994
322,4.857,93.994
323,4.857,93.994
324,4.857,93.994
325,4.857,93.994
326,4.857,93.994
327,4.857,93.994
328,4.857,93.994
329,4.857,93.994
330,4.857,93.994
331,4.857,93.994
332,4.857,93.994
333,4.857,93.994
334,4.857,93.994
335,4.857,93.994
336,4.857,93.994
337,4.857,93.994
338,4.857,93.994
339,4.857,93.994
340,4.857,93.994
341,4.857,93.994
342,4.857,93.994
343,4.857,93.994
344,4.857,93.994
345,4.857,93.994
346,4.857,93.994
347,4.857,93.994
348,4.857,93.994
349,4.857,93.994
350,4.857,93.994
351,4.857,93.994
352,4.857,93.994
353,4.857,93.994
354,4.857,93.994
355,4.857,93.994
356,4.857,93.994
357,4.857,93.994
358,4.857,93.994
359,4.857,93.994
360,4.857,93.994
361,4.857,93.994
362,4.857,93.994
363,4.857,93.994
364,4.857,93.994
365,4.857,93.994
366,4.857,93.994
367,4.857,93.994
368,4.857,93.994
369,4.857,93.994
370,4.857,93.994
371,4.857,93.994
372,4.857,93.994
373,4.857,93.994
374,4.857,93.994
375,4.857,93.994
376,4.857,93.994
377,4.857,93.994
378,4.857,93.994
379,4.857,93.994
380,4.857,93.994
381,4.857,93.994
382,4.857,93.994
383,4.857,93.994
384,4.857,93.994
385,4.857,93.994
386,4.857,93.994
387,4.857,93.994
388,4.857,93.994
389,4.857,93.994
390,4.857,93.994
391,4.857,93.994
392,4.857,93.994
393,4.857,93.994
394,4.857,93.994
395,4.857,93.994
396,4.857,93.994
397,4.857,93.994
398,4.857,93.994
399,4.857,93.994
400,4.857,93.994
401,4.857,93.994
402,4.857,93.994
403,4.857,93.994
404,4.857,93.994
405,4.857,93.994
406,4.857,93.994
407,4.857,93.994
408,4.857,93.994
409,4.857,93.994
410,4.857,93.994
411,4.857,93.994
412,4.857,93.994
413,4.857,93.994
414,4.857,93.994
415,4.857,93.994
416,4.857,93.994
417,4.857,93.994
418,4.857,93.994
419,4.857,93.994
420,4.857,93.994
421,4.857,93.994
422,4.857,93.994
423,4.857,93.994
424,4.857,93.994
425,4.857,93.994
426,4.857,93.994
427,4.857,93.994
428,4.857,93.994
429,4.857,93.994
430,4.857,93.994
431,4.857,93.994
432,4.857,93.994
433,4.857,93.994
434,4.857,93.994
435,4.857,93.994
436,4.857,93.994
437,4.857,93.994
438,4.857,93.994
439,4.857,93.994
440,4.857,93.994
441,4.857,93.994
442,4.857,93.994
443,4.857,93.994
444,4.857,93.994
445,4.857,93.994
446,4.857,93.994
447,4.857,93.994
448,4.857,93.994
449,4.857,93.994
450,4.857,93.994
451,4.857,93.994
452,4.857,93.994
453,4.857,93.994
454,4.857,93.994
455,4.857,93.994
456,4.857,93.994
457,4.857,93.994
458,4.857,93.994
459,4.857,93.994
460,4.857,93.994
461,4.857,93.994
462,4.857,93.994
463,4.857,93.994
464,4.857,93.994
465,4.857,93.994
466,4.857,93.994
467,4.857,93.994
468,4.857,93.994
469,4.857,93.994
470,4.857,93.994
471,4.857,93.994
472,4.857,93.994
473,4.857,93.994
474,4.857,93.994
475,4.857,93.994
476,4.857,93.994
477,4.857,93.994
478,4.857,93.994
479,4.857,93.994
480,4.857,93.994
481,4.857,93.994
482,4.857,93.994
483,4.857,93.994
484,4.857,93.994
485,4.857,93.994
486,4.857,93.994
487,4.857,93.994
488,4.857,93.994
489,4.857,93.994
490,4.857,93.994
491,4.857,93.994
492,4.857,93.994
493,4.857,93.994
494,4.857,93.994
495,4.857,93.994
496,4.857,93.994
497,4.857,93.994
498,4.857,93.994
499,4.857,93.994
500,4.857,93.994
501,4.857,93.994
502,4.857,93.994
503,4.857,93.994
504,4.857,93.994
505,4.857,93.994
506,4.857,93.994
507,4.857,93.994
508,4.857,93.994
509,4.857,93.994
510,4.857,93.994
511,4.857,93.994
512,4.857,93.994
513,4.857,93.994
514,4.857,93.994
515,4.857,93.994
516,4.857,93.994
517,4.857,93.994
518,4.857,93.994
519,4.857,93.994
520,4.857,93.994
521,4.857,93.994
522,4.857,93.994
523,4.857,93.994
524,4.857,93.994
525,4.857,93.994
526,4.857,93.994
527,4.857,93.994
528,4.857,93.994
529,4.857,93.994
530,4.857,93.994
531,4.857,93.994
532,4.857,93.994
533,4.857,93.994
534,4.857,93.994
535,4.857,93.994
536,4.857,93.994
537,4.857,93.994
538,4.857,93.994
539,4.857,93.994
540,4.857,93.994
541,4.857,93.994
542,4.857,93.994
543,4.857,93.994
544,4.857,93.994
545,4.857,93.994
546,4.857,93.994
547,4.857,93.994
548,4.857,93.994
549,4.857,93.994
550,4.857,93.994
551,4.857,93.994
552,4.857,93.994
553,4.857,93.994
554,4.857,93.994
555,4.857,93.994
556,4.857,93.994
557,4.857,93.994
558,4.857,93.994
559,4.857,93.994
560,4.857,93.994
561,4.857,93.994
562,4.857,93.994
563,4.857,93.994
564,4.857,93.994
565,4.857,93.994
566,4.857,93.994
567,4.857,93.994
568,4.857,93.994
569,4.857,93.994
570,4.857,93.994
571,4.857,93.994
572,4.857,93.994
573,4.857,93.994
574,4.857,93.994
575,4.857,93.994
576,4.857,93.994
577,4.857,93.994
578,4.857,93.994
579,4.857,93.994
580,4.857,93.994
581,4.857,93.994
582,4.857,93.994
583,4.857,93.994
584,4.857,93.994
585,4.857,93.994
586,4.857,93.994
587,4.857,93.994
588,4.857,93.994
589,4.857,93.994
590,4.857,93.994
591,4.857,93.994
592,4.857,93.994
593,4.857,93.994
594,4.857,93.994
595,4.857,93.994
596,4.857,93.994
597,4.857,93.994
598,4.857,93.994
599,4.857,93.994
600,4.857,93.994
601,4.857,93.994
602,4.857,93.994
603,4.857,93.994
604,4.857,93.994
605,4.857,93.994
606,4.857,93.994
607,4.857,93.994
608,4.857,93.994
609,4.857,93.994
610,4.857,93.994
611,4.857,93.994
612,4.857,93.994
613,4.857,93.994
614,4.857,93.994
615,4.857,93.994
616,4.857,93.994
617,4.857,93.994
618,4.857,93.994
619,4.857,93.994
620,4.857,93.994
621,4.857,93.994
622,4.857,93.994
623,4.857,93.994
624,4.857,93.994
625,4.857,93.994
626,4.857,93.994
627,4.857,93.994
628,4.857,93.994
629,4.857,93.994
630,4.857,93.994
631,4.857,93.994
632,4.857,93.994
633,4.857,93.994
634,4.857,93.994
635,4.857,93.994
636,4.857,93.994
637,4.857,93.994
638,4.857,93.994
639,4.857,93.994
640,4.857,93.994
641,4.857,93.994
642,4.857,93.994
643,4.857,93.994
644,4.857,93.994
645,4.857,93.994
646,4.857,93.994
647,4.857,93.994
648,4.857,93.994
649,4.857,93.994
650,4.857,93.994
651,4.857,93.994
652,4.857,93.994
653,4.857,93.994
654,4.857,93.994
655,4.857,93.994
656,4.857,93.994
657,4.857,93.994
658,4.857,93.994
659,4.857,93.994
660,4.857,93.994
661,4.857,93.994
662,4.857,93.994
663,4.857,93.994
664,4.857,93.994
665,4.857,93.994
666,4.857,93.994
667,4.857,93.994
668,4.857,93.994
669,4.857,93.994
670,4.857,93.994
671,4.857,93.994
672,4.857,93.994
673,4.857,93.994
674,4.857,93.994
675,4.857,93.994
676,4.857,93.994
677,4.857,93.994
678,4.857,93.994
679,4.857,93.994
680,4.857,93.994
681,4.857,93.994
682,4.857,93.994
683,4.857,93.994
684,4.857,93.994
685,4.857,93.994
686,4.857,93.994
687,4.857,93.994
688,4.857,93.994
689,4.857,93.994
690,4.857,93.994
691,4.857,93.994
692,4.857,93.994
693,4.857,93.994
694,4.857,93.994
695,4.857,93.994
696,4.857,93.994
697,4.857,93.994
698,4.857,93.994
699,4.857,93.994
700,4.857,93.994
701,4.857,93.994
702,4.857,93.994
703,4.857,93.994
704,4.857,93.994
705,4.857,93.994
706,4.857,93.994
707,4.857,93.994
708,4.857,93.994
709,4.857,93.994
710,4.857,93.994
711,4.857,93.994
712,4.857,93.994
713,4.857,93.994
714,4.857,93.994
715,4.857,93.994
716,4.857,93.994
717,4.857,93.994
718,4.857,93.994
719,4.857,93.994
720,4.857,93.994
721,4.857,93.994
722,4.857,93.994
723,4.857,93.994
724,4.857,93.994
725,4.857,93.994
726,4.857,93.994
727,4.857,93.994
728,4.857,93.994
729,4.857,93.994
730,4.857,93.994
731,4.857,93.994
732,4.857,93.994
733,4.857,93.994
734,4.857,93.994
735,4.857,93.994
736,4.857,93.994
737,4.857,93.994
738,4.857,93.994
739,4.857,93.994
740,4.857,93.994
741,4.857,93.994
742,4.857,93.994
743,4.857,93.994
744,4.857,93.994
745,4.857,93.994
746,4.857,93.994
747,4.857,93.994
748,4.857,93.994
749,4.857,93.994
750,4.857,93.994
751,4.857,93.994
752,4.857,93.994
753,4.857,93.994
754,4.857,93.994
755,4.857,93.994
756,4.856,93.994
757,4.856,93.994
758,4.856,93.994
759,4.856,93.994
760,4.856,93.994
761,4.856,93.994
762,4.856,93.994
763,4.856,93.994
764,4.856,93.994
765,4.856,93.994
766,4.856,93.994
767,4.856,93.994
768,4.856,93.994
769,4.856,93.994
770,4.856,93.994
771,4.856,93.994
772,4.856,93.994
773,4.856,93.994
774,4.856,93.994
775,4.856,93.994
776,4.856,93.994
777,4.856,93.994
778,4.856,93.994
779,4.856,93.994
780,4.856,93.994
781,4.856,93.994
782,4.856,93.994
783,4.856,93.994
784,4.856,93.994
785,4.856,93.994
786,4.856,93.994
787,4.856,93.994
788,4.856,93.994
789,4.856,93.994
790,4.856,93.994
791,4.856,93.994
792,4.856,93.994
793,4.856,93.994
794,4.856,93.994
795,4.856,93.994
796,4.856,93.994
797,4.856,93.994
798,4.856,93.994
799,4.856,93.994
800,4.856,93.994
801,4.856,93.994
802,4.856,93.994
803,4.856,93.994
804,4.856,93.994
805,4.856,93.994
806,4.856,93.994
807,4.856,93.994
808,4.856,93.994
809,4.856,93.994
810,4.856,93.994
811,4.856,93.994
812,4.856,93.994
813,4.856,93.994
814,4.856,93.994
815,4.856,93.994
816,4.856,93.994
817,4.856,93.994
818,4.856,93.994
819,4.856,93.994
820,4.856,93.994
821,4.856,93.994
822,4.856,93.994
823,4.856,93.994
824,4.856,93.994
825,4.856,93.994
826,4.856,93.994
827,4.856,93.994
828,4.856,93.994
829,4.856,93.994
830,4.856,93.994
831,4.856,93.994
832,4.856,93.994
833,4.856,93.994
834,4.856,93.994
835,4.856,93.994
836,4.856,93.994
837,4.856,93.994
838,4.856,93.994
839,4.856,93.994
840,4.856,93.994
841,4.856,93.994
842,4.856,93.994
843,4.856,93.994
844,4.856,93.994
845,4.856,93.994
846,4.856,93.994
847,4.856,93.994
848,4.856,93.994
849,4.856,93.994
850,4.856,93.994
851,4.856,93.994
852,4.856,93.994
853,4.856,93.994
854,4.856,93.994
855,4.856,93.994
856,4.856,93.994
857,4.856,93.994
858,4.856,93.994
859,4.856,93.994
860,4.856,93.994
861,4.856,93.994
862,4.856,93.994
863,4.856,93.994
864,4.856,93.994
865,4.856,93.994
866,4.856,93.994
867,4.856,93.994
868,4.856,93.994
869,4.856,93.994
870,4.856,93.994
871,4.856,93.994
872,4.856,93.994
873,4.856,93.994
874,4.856,93.994
875,4.856,93.994
876,4.856,93.994
877,4.856,93.994
878,4.856,93.994
879,4.856,93.994
880,4.856,93.994
881,4.856,93.994
882,4.856,93.994
883,4.856,93.994
884,4.856,93.994
885,4.856,93.994
886,4.856,93.994
887,4.856,93.994
888,4.856,93.994
889,4.856,93.994
890,4.856,93.994
891,4.856,93.994
892,4.856,93.994
893,4.856,93.994
894,4.856,93.994
895,4.856,93.994
896,4.856,93.994
897,4.856,93.994
898,4.856,93.994
899,4.856,93.994
900,4.856,93.994
901,4.856,93.994
902,4.856,93.994
903,4.856,93.994
904,4.856,93.994
905,4.856,93.994
906,4.856,93.994
907,4.856,93.994
908,4.856,93.994
909,4.856,93.994
910,4.856,93.994
911,4.856,93.994
912,4.856,93.994
913,4.856,93.994
914,4.856,93.994
915,4.856,93.994
916,4.856,93.994
917,4.856,93.994
918,4.856,93.994
919,4.856,93.994
920,4.856,93.994
921,4.856,93.994
922,4.856,93.994
923,4.856,93.994
924,4.856,93.994
925,4.856,93.994
926,4.856,93.994
927,4.856,93.994
928,4.856,93.994
929,4.856,93.994
930,4.856,93.994
931,4.856,93.994
932,4.856,93.994
933,4.856,93.994
934,4.856,93.994
935,4.856,93.994
936,4.856,93.994
937,4.856,93.994
938,4.856,93.994
939,4.856,93.994
940,4.856,93.994
941,4.856,93.994
942,4.856,93.994
943,4.856,93.994
944,4.856,93.994
945,4.856,93.994
946,4.856,93.994
947,4.856,93.994
948,4.856,93.994
949,4.856,93.994
950,4.856,93.994
951,4.856,93.994
952,4.856,93.994
953,4.856,93.994
954,4.856,93.994
955,4.856,93.994
956,4.856,93.994
957,4.856,93.994
958,4.856,93.994
959,4.856,93.994
960,4.856,93.994
961,4.856,93.994
962,4.856,93.994
963,4.856,93.994
964,4.856,93.994
965,4.856,93.994
966,4.856,93.994
967,4.856,93.994
968,4.856,93.994
969,4.856,93.994
970,4.856,93.994
971,4.856,93.994
972,4.856,93.994
973,4.856,93.994
974,4.856,93.994
975,4.856,93.994
976,4.856,93.994
977,4.856,93.994
978,4.856,93.994
979,4.856,93.994
980,4.856,93.994
981,4.856,93.994
982,4.856,93.994
983,4.856,93.994
984,4.856,93.994
985,4.856,93.994
986,4.856,93.994
987,4.856,93.994
988,4.856,93.994
989,4.856,93.994
990,4.856,93.994
991,4.856,93.994
992,4.856,93.994
993,4.856,93.994
994,4.856,93.994
995,4.856,93.994
996,4.856,93.994
997,4.856,93.994
998,4.856,93.994
999,4.856,93.994
1000,4.856,93.994
1001,4.856,93.994
1002,4.856,93.994
1003,4.856,93.994
1004,4.856,93.994
1005,4.856,93.994
1006,4.856,93.994
1007,4.856,93.994
1008,4.856,93.994
1009,4.856,93.994
1010,4.856,93.994
1011,4.856,93.994
1012,4.856,93.994
1013,4.856,93.994
1014,4.856,93.994
1015,4.856,93.994
1016,4.856,93.994
1017,4.856,93.994
1018,4.856,93.994
1019,4.856,93.994
1020,4.856,93.994
1021,4.856,93.994
1022,4.856,93.994
1023,4.856,93.994
1024,4.856,93.994
1025,4.856,93.994
1026,4.856,93.994
1027,4.856,93.994
1028,4.856,93.994
1029,4.856,93.994
1030,4.856,93.994
1031,4.856,93.994
1032,4.856,93.994
1033,4.856,93.994
1034,4.856,93.994
1035,4.856,93.994
1036,4.856,93.994
1037,4.856,93.994
1038,4.856,93.994
1039,4.856,93.994
1040,4.856,93.994
1041,4.856,93.994
1042,4.856,93.994
1043,4.856,93.994
1044,4.856,93.994
1045,4.856,93.994
1046,4.856,93.994
1047,4.856,93.994
1048,4.856,93.994
1049,4.856,93.994
1050,4.856,93.994
1051,4.856,93.994
1052,4.856,93.994
1053,4.856,93.994
1054,4.856,93.994
1055,4.856,93.994
1056,4.856,93.994
1057,4.856,93.994
1058,4.856,93.994
1059,4.856,93.994
1060,4.856,93.994
1061,4.856,93.994
1062,4.856,93.994
1063,4.856,93.994
1064,4.856,93.994
1065,4.856,93.994
1066,4.856,93.994
1067,4.856,93.994
1068,4.856,93.994
1069,4.856,93.994
1070,4.856,93.994
1071,4.856,93.994
1072,4.856,93.994
1073,4.856,93.994
1074,4.856,93.994
1075,4.856,93.994
1076,4.856,93.994
1077,4.856,93.994
1078,4.856,93.994
1079,4.856,93.994
1080,4.856,93.994
1081,4.856,93.994
1082,4.856,93.994
1083,4.856,93.994
1084,4.856,93.994
1085,4.856,93.994
1086,4.856,93.994
1087,4.856,93.994
1088,4.856,93.994
1089,4.856,93.994
1090,4.856,93.994
1091,4.856,93.994
1092,4.856,93.994
1093,4.856,93.994
1094,4.856,93.994
1095,4.856,93.994
1096,4.856,93.994
1097,4.856,93.994
1098,4.856,93.994
1099,4.856,93.994
1100,4.856,93.994
1101,4.856,93.994
1102,4.856,93.994
1103,4.856,93.994
1104,4.856,93.994
1105,4.856,93.994
1106,4.856,93.994
1107,4.856,93.994
1108,4.856,93.994
1109,4.856,93.994
1110,4.856,93.994
1111,4.856,93.994
1112,4.856,93.994
1113,4.856,93.994
1114,4.856,93.994
1115,4.856,93.994
1116,4.856,93.994
1117,4.856,93.994
1118,4.856,93.994
1119,4.856,93.994
1120,4.856,93.994
1121,4.856,93.994
1122,4.856,93.994
1123,4.856,93.994
1124,4.856,93.994
1125,4.856,93.994
1126,4.856,93.994
1127,4.856,93.994
1128,4.856,93.994
1129,4.856,93.994
1130,4.856,93.994
1131,4.856,93.994
1132,4.856,93.994
1133,4.856,93.994
1134,4.856,93.994
1135,4.856,93.994
1136,4.856,93.994
1137,4.856,93.994
1138,4.856,93.994
1139,4.856,93.994
1140,4.856,93.994
1141,4.856,93.994
1142,4.856,93.994
1143,4.856,93.994
1144,4.856,93.994
1145,4.856,93.994
1146,4.855,93.994
1147,4.855,93.994
1148,4.855,93.994
1149,4.855,93.994
1150,4.855,93.994
1151,4.855,93.994
1152,4.855,93.994
1153,4.855,93.994
1154,4.855,93.994
1155,4.855,93.994
1156,4.855,93.994
1157,4.855,93.994
1158,4.855,93.994
1159,4.855,93.994
1160,4.855,93.994
1161,4.855,93.994
1162,4.855,93.994
1163,4.855,93.994
1164,4.855,93.994
1165,4.855,93.994
1166,4.855,93.994
1167,4.855,93.994
1168,4.855,93.994
1169,4.855,93.994
1170,4.855,93.994
1171,4.855,93.994
1172,4.855,93.994
1173,4.855,93.994
1174,4.855,93.994
1175,4.855,93.994
1176,4.855,93.994
1177,4.855,93.994
1178,4.855,93.994
1179,4.855,93.994
1180,4.855,93.994
1181,4.855,93.994
1182,4.855,93.994
1183,4.855,93.994
1184,4.855,93.994
1185,4.855,93.994
1186,4.855,93.994
1187,4.855,93.994
1188,4.855,93.994
1189,4.855,93.994
1190,4.855,93.994
1191,4.855,93.994
1192,4.855,93.994
1193,4.855,93.994
1194,4.855,93.994
1195,4.855,93.994
1196,4.855,93.994
1197,4.855,93.994
1198,4.855,93.994
1199,4.855,93.994
1200,4.855,93.994
1201,4.855,93.994
1202,4.855,93.994
1203,4.855,93.994
1204,4.855,93.994
1205,4.855,93.994
1206,4.855,93.994
1207,4.855,93.994
1208,4.855,93.994
1209,4.855,93.994
1210,4.855,93.994
1211,4.855,93.994
1212,4.855,93.994
1213,4.855,93.994
1214,4.855,93.994
1215,4.855,93.994
1216,4.855,93.994
1217,4.855,93.994
1218,4.855,93.994
1219,4.855,93.994
1220,4.855,93.994
1221,4.855,93.994
1222,4.855,93.994
1223,4.855,93.994
1224,4.855,93.994
1225,4.855,93.994
1226,4.855,93.994
1227,4.855,93.994
1228,4.855,93.994
1229,4.855,93.994
1230,4.855,93.994
1231,4.855,93.994
1232,4.855,93.994
1233,4.855,93.994
1234,4.855,93.994
1235,4.855,93.994
1236,4.855,93.994
1237,4.855,93.994
1238,4.855,93.994
1239,4.855,93.994
1240,4.855,93.994
1241,4.855,93.994
1242,4.855,93.994
1243,4.855,93.994
1244,4.855,93.994
1245,4.855,93.994
1246,4.855,93.994
1247,4.855,93.994
1248,4.855,93.994
1249,4.855,93.994
1250,4.855,93.994
1251,4.855,93.994
1252,4.855,93.994
1253,4.855,93.994
1254,4.855,93.994
1255,4.855,93.994
1256,4.855,93.994
1257,4.855,93.994
1258,4.855,93.994
1259,4.855,93.994
1260,4.855,93.994
1261,4.855,93.994
1262,4.855,93.994
1263,4.855,93.994
1264,4.855,93.994
1265,4.855,93.994
1266,4.855,93.994
1267,4.855,93.994
1268,4.855,93.994
1269,4.855,93.994
1270,4.855,93.994
1271,4.855,93.994
1272,4.855,93.994
1273,4.855,93.994
1274,4.855,93.994
1275,4.855,93.994
1276,4.855,93.994
1277,4.855,93.994
1278,4.855,93.994
1279,4.855,93.994
1280,4.855,93.994
1281,4.855,93.994
1282,4.855,93.994
1283,4.855,93.994
1284,4.855,93.994
1285,4.855,93.994
1286,4.855,93.994
1287,4.855,93.994
1288,4.855,93.994
1289,4.855,93.994
1290,4.855,93.994
1291,4.855,93.994
1292,4.855,93.994
1293,4.855,93.994
1294,4.855,93.994
1295,4.855,93.994
1296,4.855,93.994
1297,4.855,93.994
1298,4.855,93.994
1299,4.855,93.994
1300,4.855,93.994
1301,4.855,93.994
1302,4.855,93.994
1303,4.855,93.994
1304,4.855,93.994
1305,4.855,93.994
1306,4.855,93.994
1307,4.855,93.994
1308,4.855,93.994
1309,4.855,93.994
1310,4.855,93.994
1311,4.855,93.994
1312,4.855,93.994
1313,4.855,93.994
1314,4.855,93.994
1315,4.855,93.994
1316,4.855,93.994
1317,4.855,93.994
1318,4.855,93.994
1319,4.855,93.994
1320,4.855,93.994
1321,4.855,93.994
1322,4.855,93.994
1323,4.855,93.994
1324,4.855,93.994
1325,4.855,93.994
1326,4.855,93.994
1327,4.855,93.994
1328,4.855,93.994
1329,4.855,93.994
1330,4.855,93.994
1331,4.855,93.994
1332,4.855,93.994
1333,4.855,93.994
1334,4.855,93.994
1335,4.855,93.994
1336,4.855,93.994
1337,4.855,93.994
1338,4.855,93.994
1339,4.855,93.994
1340,4.855,93.994
1341,4.855,93.994
1342,4.855,93.994
1343,4.855,93.994
1344,4.855,93.994
1345,4.855,93.994
1346,4.855,93.994
1347,4.855,93.994
1348,4.855,93.994
1349,4.855,93.994
1350,4.855,93.994
1351,4.855,93.994
1352,4.855,93.994
1353,4.855,93.994
1354,4.855,93.994
1355,4.855,93.994
1356,4.855,93.994
1357,4.855,93.994
1358,4.855,93.994
1359,4.855,93.994
